BASKET_NUM                      ,HSHD_NUM        ,PURCHASE_,PRODUCT_NUM                     ,     SPEND,     UNITS,STORE_R,  WEEK_NUM,YEAR
79329,3105,18-Jun-20,7050188,1.99,1,SOUTH  ,24,2020
79392,1015,19-Jun-20,580662,12.99,1,EAST   ,24,2020
79406,4498,19-Jun-20,6851099,2.18,3,WEST   ,24,2020
79416,3889,19-Jun-20,95284,1.99,1,SOUTH  ,24,2020
79426,2756,19-Jun-20,3298080,6.98,2,CENTRAL,24,2020
79427,1631,19-Jun-20,6757937,2.19,1,WEST   ,24,2020
79444,242,19-Jun-20,629206,8.99,1,EAST   ,24,2020
79452,3220,19-Jun-20,1339138,2.19,1,SOUTH  ,24,2020
79481,2004,19-Jun-20,5157413,5,2,EAST   ,24,2020
79497,1795,19-Jun-20,4886542,2.5,2,WEST   ,24,2020
79498,183,19-Jun-20,2526833,10.99,1,EAST   ,24,2020
79506,1470,20-Jun-20,2486906,1,1,CENTRAL,24,2020
79515,2225,20-Jun-20,5793489,1.25,1,SOUTH  ,24,2020
79535,1433,20-Jun-20,964921,4.74,6,WEST   ,24,2020
79556,1916,20-Jun-20,7042220,1.25,1,WEST   ,24,2020
79574,1446,20-Jun-20,6445261,3.99,1,SOUTH  ,24,2020
79583,3785,20-Jun-20,6417571,1.89,1,EAST   ,24,2020
79592,438,20-Jun-20,6184373,5,3,CENTRAL,24,2020
79594,3820,20-Jun-20,7007520,5.49,1,CENTRAL,24,2020
79636,99,21-Jun-20,5683263,1.99,1,SOUTH  ,25,2020
79669,4078,21-Jun-20,1315295,3.69,1,EAST   ,25,2020
79688,577,21-Jun-20,2518382,1.45,1,CENTRAL,25,2020
79718,4214,21-Jun-20,6047993,1,1,CENTRAL,25,2020
79723,3319,21-Jun-20,6755728,3,1,EAST   ,25,2020
79796,1187,22-Jun-20,4172147,2.79,1,EAST   ,25,2020
79886,991,23-Jun-20,1062610,0.89,1,EAST   ,25,2020
80034,2022,25-Jun-20,7098713,10.59,1,SOUTH  ,25,2020
80034,2022,25-Jun-20,7112745,3.79,1,SOUTH  ,25,2020
80036,2375,25-Jun-20,291137,3.99,1,WEST   ,25,2020
80060,1102,25-Jun-20,3782819,7.99,1,EAST   ,25,2020
80113,3889,26-Jun-20,1255852,1.99,1,SOUTH  ,25,2020
80117,1631,26-Jun-20,5861546,14.9,10,WEST   ,25,2020
80133,4982,26-Jun-20,7109536,5.99,1,WEST   ,25,2020
80175,3220,26-Jun-20,72751,5.99,1,SOUTH  ,25,2020
80228,2986,28-Jun-20,6179552,2.72,1,SOUTH  ,26,2020
80257,53,28-Jun-20,6134688,1.25,1,EAST   ,26,2020
80282,1895,27-Jun-20,5341968,1.99,1,EAST   ,25,2020
80332,2639,27-Jun-20,96829,1.99,1,WEST   ,25,2020
80335,1836,27-Jun-20,7028334,1.69,1,SOUTH  ,25,2020
80466,1082,29-Jun-20,1361784,2,4,EAST   ,26,2020
80566,766,30-Jun-20,895081,3.69,1,CENTRAL,26,2020
80579,1492,30-Jun-20,4712463,2.99,1,EAST   ,26,2020
80626,4011,01-Jul-20,7063003,2.79,1,SOUTH  ,26,2020
80639,1122,01-Jul-20,4950854,0.99,1,EAST   ,26,2020
80671,3164,01-Jul-20,6890636,3.99,1,SOUTH  ,26,2020
80689,1647,01-Jul-20,2612998,3.98,1,WEST   ,26,2020
80736,1895,02-Jul-20,2461944,2.99,1,EAST   ,26,2020
80754,2575,02-Jul-20,6886449,1.69,1,WEST   ,26,2020
80801,136,02-Jul-20,6767329,1.03,1,EAST   ,26,2020
80819,2320,02-Jul-20,784053,1.79,1,WEST   ,26,2020
80845,2077,03-Jul-20,4632862,14,2,EAST   ,26,2020
80882,1433,03-Jul-20,95941,1.5,1,WEST   ,26,2020
80912,2022,03-Jul-20,336622,2.39,1,SOUTH  ,26,2020
80915,2453,03-Jul-20,2523274,1.79,1,WEST   ,26,2020
81039,1165,04-Jul-20,105590,9.99,1,EAST   ,26,2020
81041,1786,04-Jul-20,6986828,7.99,1,WEST   ,26,2020
81099,1916,04-Jul-20,5332947,1.81,1,WEST   ,26,2020
81144,2745,05-Jul-20,6809467,1,1,WEST   ,27,2020
81150,4146,05-Jul-20,7201021,0.99,1,WEST   ,27,2020
81162,1836,05-Jul-20,6439956,4.99,1,SOUTH  ,27,2020
81189,1994,05-Jul-20,7034213,5,1,CENTRAL,27,2020
81227,151,06-Jul-20,6697113,3,1,EAST   ,27,2020
81269,2371,06-Jul-20,761289,7.98,2,WEST   ,27,2020
81281,2436,06-Jul-20,5862526,7.99,1,WEST   ,27,2020
81288,984,06-Jul-20,5874146,2.84,1,EAST   ,27,2020
81319,1631,07-Jul-20,761855,1.67,1,WEST   ,27,2020
81337,4857,07-Jul-20,6193450,14.39,1,CENTRAL,27,2020
81397,1241,07-Jul-20,7047858,5,1,EAST   ,27,2020
81442,3214,08-Jul-20,4871610,1.79,1,SOUTH  ,27,2020
81443,3214,08-Jul-20,1146300,7.49,1,SOUTH  ,27,2020
81536,4724,09-Jul-20,4138424,4.16,1,WEST   ,27,2020
81559,2507,09-Jul-20,2449141,2.49,1,WEST   ,27,2020
81579,4879,09-Jul-20,4858857,2.79,1,CENTRAL,27,2020
81609,992,12-Jul-20,7201793,4.49,1,EAST   ,28,2020
81621,4078,12-Jul-20,6495208,3.99,1,EAST   ,28,2020
81645,4725,11-Jul-20,2526923,5.49,1,CENTRAL,27,2020
81651,1245,12-Jul-20,7105555,5.99,1,EAST   ,28,2020
81661,4214,12-Jul-20,5088364,1.98,2,CENTRAL,28,2020
81753,160,10-Jul-20,2407593,1.99,1,EAST   ,27,2020
81769,361,10-Jul-20,4848907,2.17,1,SOUTH  ,27,2020
81811,631,11-Jul-20,6748313,2.89,1,CENTRAL,27,2020
81823,361,11-Jul-20,6438418,1.19,1,SOUTH  ,27,2020
81829,4065,11-Jul-20,93737,2.5,1,EAST   ,27,2020
81845,4857,11-Jul-20,5191694,1.99,1,CENTRAL,27,2020
81849,1631,11-Jul-20,887266,2.5,1,WEST   ,27,2020
81898,3014,11-Jul-20,7146248,0.52,1,SOUTH  ,27,2020
81900,308,11-Jul-20,5341553,5.99,1,EAST   ,27,2020
81926,2379,13-Jul-20,441720,0.99,1,WEST   ,28,2020
81948,2745,13-Jul-20,4671444,3.98,2,WEST   ,28,2020
81954,2433,13-Jul-20,781064,2.98,2,WEST   ,28,2020
81958,1270,13-Jul-20,7169440,20.97,3,CENTRAL,28,2020
81977,2512,13-Jul-20,5728646,1.25,1,WEST   ,28,2020
81990,3220,13-Jul-20,6635662,4.58,2,SOUTH  ,28,2020
82017,720,13-Jul-20,98979,3.34,1,CENTRAL,28,2020
82018,2175,13-Jul-20,6101755,0.99,1,WEST   ,28,2020
82085,160,14-Jul-20,73052,3.49,1,EAST   ,28,2020
82147,3687,15-Jul-20,6822474,3.49,1,SOUTH  ,28,2020
82176,2436,15-Jul-20,5584566,0.7,1,WEST   ,28,2020
82369,4603,17-Jul-20,7160480,9.99,1,WEST   ,28,2020
82385,991,17-Jul-20,587021,3.79,1,EAST   ,28,2020
82401,3733,17-Jul-20,7044631,3.99,1,SOUTH  ,28,2020
82451,2745,18-Jul-20,7048319,0,1,WEST   ,28,2020
82455,3784,18-Jul-20,5785030,3.49,1,CENTRAL,28,2020
82491,482,18-Jul-20,87656,3.99,1,CENTRAL,28,2020
82513,1241,18-Jul-20,4153841,4.49,1,EAST   ,28,2020
82521,117,18-Jul-20,5192375,26.99,1,EAST   ,28,2020
82528,631,19-Jul-20,7257901,2.99,1,CENTRAL,29,2020
82544,3486,19-Jul-20,4473390,3.49,1,SOUTH  ,29,2020
82705,1729,20-Jul-20,500239,1,2,CENTRAL,29,2020
82722,4904,20-Jul-20,5661642,1.99,1,CENTRAL,29,2020
82723,1600,20-Jul-20,7064490,0.5,1,WEST   ,29,2020
82757,3940,21-Jul-20,1133262,3.69,1,EAST   ,29,2020
82789,1809,21-Jul-20,6267515,4.79,1,SOUTH  ,29,2020
82811,2507,21-Jul-20,4193754,9.26,1,WEST   ,29,2020
82851,1924,21-Jul-20,6882344,2.91,3,SOUTH  ,29,2020
82925,3496,22-Jul-20,7211103,1.11,1,SOUTH  ,29,2020
82950,1631,23-Jul-20,1146347,1.67,1,WEST   ,29,2020
82979,1251,23-Jul-20,95483,15.49,1,EAST   ,29,2020
82997,3840,23-Jul-20,5834752,3.59,1,EAST   ,29,2020
83001,3442,23-Jul-20,6815901,1.29,1,SOUTH  ,29,2020
83009,1012,23-Jul-20,1090601,0.79,1,EAST   ,29,2020
83012,1082,23-Jul-20,5820031,2.49,1,EAST   ,29,2020
83018,2004,23-Jul-20,97350,2.99,1,EAST   ,29,2020
83145,2541,25-Jul-20,5495083,1.99,1,WEST   ,29,2020
83167,2519,25-Jul-20,100789,1.59,1,WEST   ,29,2020
83180,4183,25-Jul-20,4568946,1.99,1,WEST   ,29,2020
83181,4604,25-Jul-20,102254,5.98,2,WEST   ,29,2020
83181,4604,25-Jul-20,73125,2.39,1,WEST   ,29,2020
83193,2453,25-Jul-20,6618161,6.47,3,WEST   ,29,2020
83195,3784,25-Jul-20,5113940,0.83,1,CENTRAL,29,2020
83202,1241,25-Jul-20,766301,1,1,EAST   ,29,2020
83209,2781,25-Jul-20,1459728,18.99,1,WEST   ,29,2020
83216,2291,25-Jul-20,7061130,29.99,1,SOUTH  ,29,2020
83238,1034,25-Jul-20,6782544,4.19,1,EAST   ,29,2020
83243,3496,25-Jul-20,961355,3.99,1,SOUTH  ,29,2020
83245,651,25-Jul-20,7294650,3.49,1,CENTRAL,29,2020
83256,53,26-Jul-20,606322,3.99,1,EAST   ,30,2020
83279,60,26-Jul-20,5716164,3.33,2,EAST   ,30,2020
83341,4713,26-Jul-20,538592,1.49,1,SOUTH  ,30,2020
83341,4713,26-Jul-20,7210476,2.5,1,SOUTH  ,30,2020
83362,1916,27-Jul-20,5501008,1.25,1,WEST   ,30,2020
83394,1137,27-Jul-20,697783,7.38,2,EAST   ,30,2020
83404,1600,27-Jul-20,6616032,3.59,1,WEST   ,30,2020
83404,1600,27-Jul-20,5151082,6.49,1,WEST   ,30,2020
83404,1600,27-Jul-20,7335411,3,1,WEST   ,30,2020
83411,3820,27-Jul-20,6785346,3,2,CENTRAL,30,2020
83427,651,27-Jul-20,5034679,2.97,3,CENTRAL,30,2020
83430,2504,27-Jul-20,4950240,3.79,1,WEST   ,30,2020
83431,2504,27-Jul-20,7316160,2.39,1,WEST   ,30,2020
83452,991,27-Jul-20,6732926,2.5,1,EAST   ,30,2020
83452,991,27-Jul-20,4945821,1.97,1,EAST   ,30,2020
83452,991,27-Jul-20,6850481,3.41,1,EAST   ,30,2020
83452,991,27-Jul-20,7302939,1.16,1,EAST   ,30,2020
83524,1795,28-Jul-20,659345,8.97,3,WEST   ,30,2020
83524,1795,28-Jul-20,7048513,1,1,WEST   ,30,2020
83537,1399,28-Jul-20,6768506,6.99,1,SOUTH  ,30,2020
83551,3809,29-Jul-20,5185000,3.99,1,CENTRAL,30,2020
83551,3809,29-Jul-20,1342939,26.36,4,CENTRAL,30,2020
83607,4372,29-Jul-20,98228,3.39,1,CENTRAL,30,2020
83607,4372,29-Jul-20,7051728,2.79,1,CENTRAL,30,2020
83619,3895,29-Jul-20,6001112,0.99,1,SOUTH  ,30,2020
83678,2617,30-Jul-20,5051123,2.99,1,WEST   ,30,2020
83679,1275,30-Jul-20,1405666,5.49,1,EAST   ,30,2020
83694,1034,30-Jul-20,7183344,1.19,1,EAST   ,30,2020
83694,1034,30-Jul-20,6275697,0.99,1,EAST   ,30,2020
83715,3319,30-Jul-20,5805337,3,1,EAST   ,30,2020
83783,428,31-Jul-20,637637,1,1,CENTRAL,30,2020
83823,2211,01-Aug-20,7395247,4.99,1,WEST   ,30,2020
83841,1990,01-Aug-20,6203893,1.97,1,CENTRAL,30,2020
83846,3486,01-Aug-20,7354351,4.99,1,SOUTH  ,30,2020
83847,1241,01-Aug-20,7255137,1.39,1,EAST   ,30,2020
83855,2756,01-Aug-20,6162850,17.98,2,CENTRAL,30,2020
83876,986,01-Aug-20,7337586,4.78,1,EAST   ,30,2020
83876,986,01-Aug-20,6728707,0.7,2,EAST   ,30,2020
83886,242,01-Aug-20,6676763,6.99,1,EAST   ,30,2020
83907,1245,01-Aug-20,6743572,2.99,1,EAST   ,30,2020
83915,3496,01-Aug-20,6394688,5.69,1,SOUTH  ,30,2020
83940,1195,02-Aug-20,1453298,1.29,1,EAST   ,31,2020
84021,2504,02-Aug-20,767378,1.99,1,WEST   ,31,2020
84052,4623,03-Aug-20,5309505,1.5,1,EAST   ,31,2020
84081,3442,03-Aug-20,1337427,1.49,1,SOUTH  ,31,2020
84087,1885,03-Aug-20,321339,2.98,2,SOUTH  ,31,2020
84131,4904,03-Aug-20,2487125,2.5,1,CENTRAL,31,2020
84136,4218,03-Aug-20,2515090,5.97,3,EAST   ,31,2020
84202,2066,04-Aug-20,2515733,2.5,1,CENTRAL,31,2020
84240,2442,05-Aug-20,435723,2.11,1,WEST   ,31,2020
84249,1652,05-Aug-20,5423541,10.47,3,CENTRAL,31,2020
84284,1924,05-Aug-20,6780674,1.94,2,SOUTH  ,31,2020
84285,3004,05-Aug-20,5453226,1.09,1,SOUTH  ,31,2020
84317,1729,05-Aug-20,6783727,4.99,1,CENTRAL,31,2020
84435,4458,06-Aug-20,1342998,4.79,1,SOUTH  ,31,2020
84439,1795,06-Aug-20,99102,0.99,1,WEST   ,31,2020
84516,3964,07-Aug-20,2247859,0.89,1,WEST   ,31,2020
84519,4724,07-Aug-20,5413645,0.39,1,WEST   ,31,2020
84693,4974,09-Aug-20,4011029,3,1,CENTRAL,32,2020
84721,839,09-Aug-20,4959625,9.98,2,EAST   ,32,2020
84723,4987,09-Aug-20,783715,1.69,1,CENTRAL,32,2020
84724,1187,09-Aug-20,6157374,2.99,1,EAST   ,32,2020
84731,1632,09-Aug-20,6423192,0.89,1,WEST   ,32,2020
84739,1526,09-Aug-20,2523136,1.69,1,CENTRAL,32,2020
84739,1526,09-Aug-20,5057802,1,1,CENTRAL,32,2020
84756,4809,09-Aug-20,6564960,3.39,1,CENTRAL,32,2020
84885,2291,11-Aug-20,5704854,4.98,2,SOUTH  ,32,2020
84914,3220,11-Aug-20,5714378,3.5,1,SOUTH  ,32,2020
84961,99,12-Aug-20,6891575,3.99,1,SOUTH  ,32,2020
85038,4414,13-Aug-20,5787152,3.99,1,CENTRAL,32,2020
85129,2629,13-Aug-20,6846362,14.86,1,WEST   ,32,2020
85160,3551,14-Aug-20,5763524,2.99,1,SOUTH  ,32,2020
85246,1652,15-Aug-20,883424,2.7,2,CENTRAL,32,2020
67,4724,17-Aug-18,6996023,7.24,1,WEST   ,32,2018
82,1015,17-Aug-18,99657,1,2,EAST   ,32,2018
85,1836,17-Aug-18,1339967,2.99,1,SOUTH  ,32,2018
85,1836,17-Aug-18,1175891,3.99,1,SOUTH  ,32,2018
161,2066,18-Aug-18,3745229,1.99,1,CENTRAL,32,2018
171,3243,18-Aug-18,6303569,3.99,1,SOUTH  ,32,2018
172,308,18-Aug-18,496840,0.5,1,EAST   ,32,2018
195,2780,18-Aug-18,9026,1.5,1,WEST   ,32,2018
275,4757,19-Aug-18,5630860,3.75,3,CENTRAL,33,2018
337,1990,19-Aug-18,5204406,4.38,2,CENTRAL,33,2018
354,3442,19-Aug-18,4833213,1.79,1,SOUTH  ,33,2018
419,1618,20-Aug-18,4988567,1.99,1,WEST   ,33,2018
463,60,20-Aug-18,96208,1.68,1,EAST   ,33,2018
510,361,21-Aug-18,6083867,2.8,1,SOUTH  ,33,2018
523,4146,20-Aug-18,960680,6,6,WEST   ,33,2018
526,3977,20-Aug-18,4467146,3.49,1,EAST   ,33,2018
570,3551,21-Aug-18,1461885,1.12,1,SOUTH  ,33,2018
623,3904,22-Aug-18,971113,1.49,1,EAST   ,33,2018
643,4836,22-Aug-18,6842595,3.99,1,SOUTH  ,33,2018
674,1373,22-Aug-18,1423202,1.79,1,EAST   ,33,2018
677,4594,22-Aug-18,887843,1.49,1,WEST   ,33,2018
727,1020,23-Aug-18,6323300,0.46,1,EAST   ,33,2018
732,1448,23-Aug-18,5312786,3.35,1,SOUTH  ,33,2018
745,2433,23-Aug-18,979069,2.99,1,WEST   ,33,2018
800,1265,23-Aug-18,3980659,0.79,1,EAST   ,33,2018
809,2435,23-Aug-18,1415611,1.19,1,WEST   ,33,2018
856,1241,24-Aug-18,3140253,3.29,1,EAST   ,33,2018
907,159,24-Aug-18,97422,1.49,1,EAST   ,33,2018
913,1470,24-Aug-18,5205101,1.05,1,CENTRAL,33,2018
1026,4065,25-Aug-18,5335459,2.29,1,EAST   ,33,2018
1039,2629,25-Aug-18,6903244,8.98,2,WEST   ,33,2018
1114,1241,26-Aug-18,972026,4.79,1,EAST   ,34,2018
1123,4809,26-Aug-18,6745853,4.39,1,CENTRAL,34,2018
1129,4057,26-Aug-18,693185,4.99,1,EAST   ,34,2018
1129,4057,26-Aug-18,6797255,5.58,2,EAST   ,34,2018
1204,3635,26-Aug-18,6969257,5.99,1,SOUTH  ,34,2018
1222,3551,26-Aug-18,5885759,2.8,4,SOUTH  ,34,2018
1280,2371,27-Aug-18,6852054,2.67,3,WEST   ,34,2018
1343,4214,28-Aug-18,3814930,4.99,1,CENTRAL,34,2018
1406,2780,28-Aug-18,442528,1.25,1,WEST   ,34,2018
1456,3445,28-Aug-18,5778090,3,6,SOUTH  ,34,2018
1473,1473,29-Aug-18,2966105,4.99,1,WEST   ,34,2018
1576,720,30-Aug-18,943276,3.49,1,CENTRAL,34,2018
1624,1015,30-Aug-18,6745633,2.8,1,EAST   ,34,2018
1663,4724,31-Aug-18,9151,2.03,1,WEST   ,34,2018
1689,2707,31-Aug-18,4560128,1.99,1,EAST   ,34,2018
1690,632,31-Aug-18,6737696,1.09,1,CENTRAL,34,2018
1811,1492,01-Sep-18,7148601,44.99,1,EAST   ,34,2018
1838,3418,01-Sep-18,98152,9.99,1,SOUTH  ,34,2018
1894,4614,01-Sep-18,2472517,3.29,1,WEST   ,34,2018
1902,4498,01-Sep-18,6500321,23.92,4,WEST   ,34,2018
1966,2077,02-Sep-18,5320804,3.69,1,EAST   ,35,2018
1974,4439,02-Sep-18,954606,34.37,1,EAST   ,35,2018
1974,4439,02-Sep-18,5418275,1,1,EAST   ,35,2018
1990,4293,02-Sep-18,6976675,2,1,SOUTH  ,35,2018
1992,2375,02-Sep-18,6152667,1.49,1,WEST   ,35,2018
1995,3758,02-Sep-18,2504043,2.8,1,CENTRAL,35,2018
2006,159,02-Sep-18,4658380,3.58,2,EAST   ,35,2018
2014,3635,02-Sep-18,5125335,2.99,1,SOUTH  ,35,2018
2085,2454,03-Sep-18,5439153,1.67,1,CENTRAL,35,2018
2088,4836,03-Sep-18,6789993,1,1,SOUTH  ,35,2018
2117,2512,02-Sep-18,2247926,1.77,3,WEST   ,35,2018
2143,3467,03-Sep-18,4854220,3.99,1,SOUTH  ,35,2018
2145,3889,03-Sep-18,7018118,3.99,1,SOUTH  ,35,2018
2148,2150,03-Sep-18,441762,3.99,1,EAST   ,35,2018
2169,4740,03-Sep-18,6421220,8,20,SOUTH  ,35,2018
2179,1618,03-Sep-18,576448,3.58,2,WEST   ,35,2018
2188,1600,03-Sep-18,891930,1,1,WEST   ,35,2018
2283,4414,04-Sep-18,6024810,2.5,1,CENTRAL,35,2018
2283,4414,04-Sep-18,6322043,1.5,1,CENTRAL,35,2018
2324,3151,04-Sep-18,5486113,2.5,1,CENTRAL,35,2018
2368,2406,05-Sep-18,6442852,0.89,1,WEST   ,35,2018
2387,2572,05-Sep-18,6252642,2.87,1,WEST   ,35,2018
2408,808,05-Sep-18,5331487,2.29,1,CENTRAL,35,2018
2429,2575,05-Sep-18,7174630,1.7,6,WEST   ,35,2018
2435,1795,05-Sep-18,814522,1,1,WEST   ,35,2018
2463,3551,06-Sep-18,6906344,4.99,1,SOUTH  ,35,2018
2468,117,06-Sep-18,976152,1,1,EAST   ,35,2018
2495,1748,06-Sep-18,4950113,2.5,1,WEST   ,35,2018
2539,2077,06-Sep-18,6721394,1,1,EAST   ,35,2018
2666,605,08-Sep-18,288315,1.19,1,CENTRAL,35,2018
2727,2442,08-Sep-18,3698526,1.59,1,WEST   ,35,2018
2727,2442,08-Sep-18,7200259,1,1,WEST   ,35,2018
2743,2420,08-Sep-18,8978,1.98,2,WEST   ,35,2018
2755,2004,08-Sep-18,89134,3.99,1,EAST   ,35,2018
2763,2211,08-Sep-18,6306351,2.69,1,WEST   ,35,2018
2773,1446,08-Sep-18,7040543,1.99,1,SOUTH  ,35,2018
2773,1446,08-Sep-18,5352693,2,2,SOUTH  ,35,2018
2782,3635,09-Sep-18,7109400,1.99,1,SOUTH  ,36,2018
2807,4078,09-Sep-18,7156999,8.99,1,EAST   ,36,2018
2821,3603,09-Sep-18,2754270,5.38,2,SOUTH  ,36,2018
2851,60,09-Sep-18,6863758,2,2,EAST   ,36,2018
2884,3784,09-Sep-18,604179,2.99,1,CENTRAL,36,2018
2885,1873,09-Sep-18,1073647,1,1,CENTRAL,36,2018
2890,1120,09-Sep-18,7156310,2.69,1,EAST   ,36,2018
2892,2512,09-Sep-18,2496469,4,2,WEST   ,36,2018
2911,3889,09-Sep-18,6391884,12.31,1,SOUTH  ,36,2018
2949,4604,09-Sep-18,7055472,1.69,1,WEST   ,36,2018
2952,4809,10-Sep-18,1126130,3,1,CENTRAL,36,2018
2955,3003,10-Sep-18,602938,3.29,1,CENTRAL,36,2018
2980,3044,10-Sep-18,5828671,1.99,1,EAST   ,36,2018
3011,1916,10-Sep-18,78888,3,3,WEST   ,36,2018
3013,3247,10-Sep-18,7141605,5.99,1,SOUTH  ,36,2018
3035,1924,10-Sep-18,2760145,1.99,1,SOUTH  ,36,2018
3077,2638,11-Sep-18,6218399,21.99,1,WEST   ,36,2018
3089,99,11-Sep-18,7261803,7.99,1,SOUTH  ,36,2018
3090,3603,11-Sep-18,5640206,1,1,SOUTH  ,36,2018
3098,1012,11-Sep-18,551345,1.98,2,EAST   ,36,2018
3328,1137,12-Sep-18,7105525,2.49,1,EAST   ,36,2018
3353,60,12-Sep-18,1015993,3.99,1,EAST   ,36,2018
3429,4065,14-Sep-18,6213254,2.5,2,EAST   ,36,2018
3463,2531,14-Sep-18,7119448,5.98,2,WEST   ,36,2018
3472,1631,14-Sep-18,1077800,2.97,3,WEST   ,36,2018
3480,4778,14-Sep-18,7210827,2.79,1,WEST   ,36,2018
3557,3496,15-Sep-18,921633,2.4,1,SOUTH  ,36,2018
3576,2024,15-Sep-18,5918801,4.99,1,WEST   ,36,2018
3599,801,15-Sep-18,7323651,16.87,1,CENTRAL,36,2018
3610,3358,15-Sep-18,7303055,9.99,1,SOUTH  ,36,2018
3612,1245,15-Sep-18,6983344,0.97,1,EAST   ,36,2018
3621,1994,15-Sep-18,6727942,1.79,1,CENTRAL,36,2018
3640,514,15-Sep-18,7221588,3.19,1,CENTRAL,36,2018
3651,2066,15-Sep-18,7090768,1.59,1,CENTRAL,36,2018
3840,789,17-Sep-18,551122,2.99,1,CENTRAL,37,2018
3866,2175,17-Sep-18,7199364,2.49,1,WEST   ,37,2018
3873,308,18-Sep-18,7302952,1.2,2,EAST   ,37,2018
3929,4458,17-Sep-18,7224318,3.49,1,SOUTH  ,37,2018
3969,2371,17-Sep-18,6809716,4.59,1,WEST   ,37,2018
4029,2629,18-Sep-18,5937741,2.99,1,WEST   ,37,2018
4211,815,19-Sep-18,96065,1.87,1,CENTRAL,37,2018
4288,1120,21-Sep-18,6001101,0.89,1,EAST   ,37,2018
4363,4757,21-Sep-18,4644543,6.5,1,CENTRAL,37,2018
4392,839,22-Sep-18,6355079,2,3,EAST   ,37,2018
4400,1102,22-Sep-18,7265245,1.49,1,EAST   ,37,2018
4414,801,22-Sep-18,8736,2.29,1,CENTRAL,37,2018
4420,428,22-Sep-18,628442,4.37,1,CENTRAL,37,2018
4437,2453,22-Sep-18,6445193,1.68,1,WEST   ,37,2018
4460,986,22-Sep-18,3133042,2.77,1,EAST   ,37,2018
4485,3785,22-Sep-18,7257195,15.81,1,EAST   ,37,2018
4520,4420,23-Sep-18,4106269,3.36,1,EAST   ,38,2018
4548,554,23-Sep-18,7242104,0.86,1,CENTRAL,38,2018
4550,2607,22-Sep-18,983430,2.98,2,WEST   ,37,2018
4611,3820,23-Sep-18,7185607,3,3,CENTRAL,38,2018
4615,1265,23-Sep-18,6075287,2.99,1,EAST   ,38,2018
4628,459,23-Sep-18,7159247,3.49,1,CENTRAL,38,2018
4648,4778,23-Sep-18,6971934,0.12,1,WEST   ,38,2018
4667,1261,23-Sep-18,1340746,1.99,1,CENTRAL,38,2018
4678,4725,24-Sep-18,555218,1.2,1,CENTRAL,38,2018
4760,2143,24-Sep-18,1139321,2.99,1,EAST   ,38,2018
4810,4218,25-Sep-18,97466,1.5,1,EAST   ,38,2018
4810,4218,25-Sep-18,7186744,3.49,1,EAST   ,38,2018
4830,453,25-Sep-18,7359305,11.98,2,EAST   ,38,2018
4855,3049,25-Sep-18,6887607,1.99,1,SOUTH  ,38,2018
4994,4604,26-Sep-18,5859713,1.25,1,WEST   ,38,2018
5009,3476,27-Sep-18,668104,2.49,1,SOUTH  ,38,2018
5014,4713,27-Sep-18,936232,1,1,SOUTH  ,38,2018
5048,1748,27-Sep-18,2525647,2.5,2,WEST   ,38,2018
5052,4458,27-Sep-18,7337344,3.99,1,SOUTH  ,38,2018
5212,2260,29-Sep-18,4983579,1.39,1,WEST   ,38,2018
5221,1437,29-Sep-18,6995303,3.29,1,WEST   ,38,2018
5227,4293,29-Sep-18,4798827,10.47,3,SOUTH  ,38,2018
5258,616,28-Sep-18,98795,1.31,1,CENTRAL,38,2018
5310,1120,29-Sep-18,4102881,2.79,1,EAST   ,38,2018
5312,3784,29-Sep-18,7366356,1.49,1,CENTRAL,38,2018
5312,3784,29-Sep-18,7207398,2.99,1,CENTRAL,38,2018
5339,1526,29-Sep-18,7316179,1.59,1,CENTRAL,38,2018
5374,3246,29-Sep-18,7212364,2.5,1,SOUTH  ,38,2018
5401,4604,30-Sep-18,109686,3.99,1,WEST   ,39,2018
5407,590,30-Sep-18,6743772,2,2,CENTRAL,39,2018
5426,196,30-Sep-18,6762365,1.5,1,CENTRAL,39,2018
5441,2541,01-Oct-18,6570437,1,1,WEST   ,39,2018
5441,2541,01-Oct-18,5646447,3.99,1,WEST   ,39,2018
5507,2781,30-Sep-18,95841,3.69,1,WEST   ,39,2018
5510,3655,30-Sep-18,635765,5.39,1,SOUTH  ,39,2018
5513,3889,30-Sep-18,2428714,2.29,1,SOUTH  ,39,2018
5554,1473,01-Oct-18,442150,2.98,2,WEST   ,39,2018
5569,2607,01-Oct-18,288890,2.49,1,WEST   ,39,2018
5580,2780,01-Oct-18,5682080,1.67,1,WEST   ,39,2018
5608,117,02-Oct-18,95107,2.5,1,EAST   ,39,2018
5625,4453,02-Oct-18,5498782,1.99,1,SOUTH  ,39,2018
5636,10,02-Oct-18,6779751,3.19,1,EAST   ,39,2018
5722,1205,02-Oct-18,6447709,2.7,1,EAST   ,39,2018
5731,2617,02-Oct-18,4278959,2.99,1,WEST   ,39,2018
5745,4017,02-Oct-18,4411326,7.49,1,WEST   ,39,2018
5805,4879,03-Oct-18,6193066,2.99,1,CENTRAL,39,2018
5806,2371,03-Oct-18,6821190,4.5,2,WEST   ,39,2018
5820,3809,03-Oct-18,3981150,1.89,1,CENTRAL,39,2018
5863,4458,03-Oct-18,100128,2.25,1,SOUTH  ,39,2018
6016,3523,04-Oct-18,6828761,4.98,2,SOUTH  ,39,2018
6020,992,04-Oct-18,6626122,2.5,1,EAST   ,39,2018
